"","Course.Id","Title","Description","Credits","Learning.Goals","Distribution.Requirements","CO","CW","G","L","Q","A","FS","H","NS","SS","X3.3.4.3.Early.Assurance.Program.with.the.Drexel.University.Thomas.Kline.School.of.Law","X4.4.Admissions.Early.Interview.Program.with.the.New.York.Institute.of.Technology.College.of","Anthropology..B.A.","Anthropology..Environmental.Anthropology.Concentration..B.A.","Art.History..B.A.","Art..Studio.Art..B.A.","Biology..B.A.","Chemistry..B.A.","Communications..B.A.","Communications..B.A...Digital.Production.and.Cinema.Studies.Concentration","Communications..B.A...Journalism.and.Public.Relations.Concentration","Communications..B.A...Media.Studies.Concentration","Economics..B.A.","English..Creative.Writing.Track..B.A.","English..Literature.Track..B.A.","Environmental.Studies..B.A.","Fine.Arts..B.A.","French..B.A.","History..B.A.","Interdisciplinary.Studies..B.A.","International.Studies..Business.Track..B.A.","International.Studies..Political.Science.Track..B.A.","Latin.American.Studies..B.A.","Liberal.Studies..B.A.","Literature..B.A.","Mathematics..B.A.","Philosophy..B.A.","Physics..B.A.","Political.Science..B.A.","Psychology..B.A.","Social.Science..Psychology.and.Human.Service.Professions.Concentration..B.A.","Social.Science..Social.Cultural.Studies.Concentration..B.A.","Sociology..B.A.","Spanish..B.A.","X4.4.Early.Acceptance.Program..EAP..with.the.LECOM.School.of.Dental.Medicine","Dentistry..B.A..B.S..D.D.S...NYU.","General.Education...Core.Requirements","Law..B.A..B.S..J.D...Albany.","Medicine..B.A..B.S..D.O...Lake.Erie.College.of.Osteopathic.Medicine...LECOM.","Medicine..B.A..B.S..D.O...Philadelphia.College.of.Osteopathic.Medicine...PCOM..","Medicine..B.A..B.S..D.O...NEW.YORK.INSTITUTE.OF.TECHNOLOGY.COLLEGE.OF.OSTEOPATHIC.MEDICINE.NYITCOM.","Optometry..B.S..O.D...SUNY.College.of.Optometry.","Pre.Engineering..B.A..B.S..M.S...Columbia.","Scholar.Teacher.Education.Program..STEP...Teaching.English.to.Speakers.of.Other.Languages..TESOL..5.Year.B.A..M.A..or.B.S..M.A.","The.4.4.Collaborative.Affiliation.Agreement.with.the.Buffalo.School.of.Pharmacy.and.Pharmaceutical.Sciences","The.Scholar.Teacher.Education.Program..STEP...B.A..or.B.S.M.A.","Veterinary.Medicine..B.A..or.B.S..D.V.M...Ross.University.School.of.Veterinary.Medicine.","Accounting..B.B.A.","Management..B.B.A.","Management..Finance.Specialization..B.B.A.","Management..Human.Resource.Management.Specialization..B.B.A.","Management..Management.Information.Systems.Specialization..B.B.A.","Management..Marketing.Specialization..B.B.A.","Accounting.Five.Year.B.B.A..M.B.A.","Art.and.Design.Education..B.F.A.","Art.Education..Pre.K.12...B.F.A.","Art..Studio.Art..B.F.A.","Art..Studio.Art..Graphic.Design.Concentration..B.F.A.","Dance..B.F.A.","Theatre.Arts..Acting..B.F.A.","Theatre.Arts..Design.Technology..B.F.A.","Accelerated.Nursing.Program..leading.to.the.B.S..in.Nursing","Biochemistry..B.S.","Biology..B.S.","Business..B.S...through.College.of.Professional.and.Continuing.Studies.","Chemistry..B.S.","Communication.Sciences.and.Disorders..B.S.","Computer.and.Management.Information.Systems..B.S.","Computer.and.Management.Information.Systems..Game.Development.Concentration..B.S.","Computer.and.Management.Information.Systems..Information.Security.Concentration..B.S.","Computer.Science.B.S.","Criminal.Justice..B.S.","Emergency.Services.Administration..B.S.","Exercise.Science..B.S.","Finance..B.S.","Interdisciplinary.Studies..B.S.","Marketing..B.S.","Mathematics..B.S.","Music.Education..B.S.","Music..B.S.","Music..Composition.Concentration..B.S.","Music..Vocal.Performance.Concentration..B.S.","Natural.Sciences..B.S.","Neuroscience..B.S....Cognitive.Neuroscience.Concentration","Neuroscience..B.S....Molecular.Neuroscience.Concentration","Nursing..B.S.","Nursing..R.N..to.B.S.","Physical.Activity.Studies..B.S.","Physical.Education.and.Health.Education..B.S.","Physical.Education..Teaching..B.S.","Physical.Therapy..B.S..D.P.T...New.York.Institute.of.Technology.","Physical.Therapy..B.S..D.P.T...New.York.Medical.College.","Physics..B.S.","Podiatry..B.S..D.P.M..New.York.College.of.Podiatric.Medicine...NYCPM..","Sport.Management..B.S.","ANSWER.Program.Leading.to.Bachelor.of.Social.Work..B.S.W.","Social.Work..B.S.W.","Social.Work..Child.and.Family.Studies.Concentration..B.S.W."
"487","0191-325","Modern Dance V 

For majors only",,"2","","A",0,0,0,0,0,1,0,0,0,0,3,4,2,3,1,5,4,3,3,1,3,2,4,2,1,2,3,5,2,3,4,5,2,1,3,2,1,5,3,4,2,1,4,5,4,1,3,5,4,1,3,4,3,2,4,1,3,4,1,3,4,2,5,5,1,5,3,2,3,4,3,2,3,1,1,3,3,3,3,4,5,4,3,1,5,2,2,2,5,1,2,2,3,5,2,2,1,5,3,2,2,1,2,5,3,5,4,3
"488","0191-326","Modern Dance VI",,"2","","A",0,0,0,0,0,1,0,0,0,0,1,1,2,5,5,1,5,5,1,3,2,3,2,1,2,4,2,3,3,4,4,3,5,1,2,4,3,2,3,3,5,2,1,1,1,1,2,2,1,1,5,3,2,4,4,2,2,3,3,1,1,2,3,2,2,1,2,2,4,2,5,5,3,1,5,5,4,4,1,5,2,5,2,5,4,5,4,4,2,3,2,3,1,3,3,5,1,5,4,3,3,2,2,4,5,3,3,4
"489","0191-410","Ballet V I I

For majors only",,"2","","A",0,0,0,0,0,1,0,0,0,0,2,5,3,5,2,4,3,5,5,4,5,4,3,5,5,1,3,2,5,4,2,5,2,5,3,5,4,3,4,1,5,3,2,2,3,5,5,1,4,1,2,2,5,5,4,4,2,5,1,2,2,2,2,5,3,5,3,1,3,3,2,3,1,4,4,3,2,4,2,5,5,1,2,5,1,3,1,2,5,3,4,3,3,4,5,4,4,1,2,2,4,3,5,5,3,5,3,4
"490","0191-425","Modern Dance V I I 

For majors only",,"2","","A",0,0,0,0,0,1,0,0,0,0,3,2,2,5,4,4,4,3,2,2,1,1,5,5,5,4,1,5,1,1,2,1,2,3,3,2,2,1,1,2,5,4,2,3,5,4,4,1,5,2,5,2,2,2,5,1,4,3,4,1,3,1,3,2,1,5,2,2,1,2,5,1,2,1,5,3,5,4,1,4,3,2,3,5,1,3,2,1,1,3,1,5,4,2,4,1,4,5,5,3,1,2,2,4,4,1,5,5
"491","0191-426","Modern Dance V I I I",,"2","","A",0,0,0,0,0,1,0,0,0,0,3,4,1,1,1,5,3,3,1,5,3,1,1,4,2,4,1,2,3,4,1,3,1,4,2,4,1,3,1,5,5,4,1,2,2,2,4,5,4,2,4,2,5,2,4,5,2,4,5,4,4,3,5,5,2,3,1,4,3,1,4,1,4,5,3,4,3,5,4,5,3,5,4,5,2,3,5,2,5,1,4,5,1,4,1,3,4,3,2,3,2,3,1,4,4,4,3,3
"492","0192-111","The Profession and the Working Actor

For majors only",,"2","","A",0,0,0,0,0,1,0,0,0,0,5,4,3,3,1,5,2,2,3,3,3,2,2,3,4,3,3,3,4,2,3,5,5,1,1,1,1,4,3,2,2,1,4,3,5,2,4,4,1,1,1,3,3,4,2,5,5,2,1,1,3,1,5,4,3,1,3,4,1,5,1,2,2,3,2,2,2,1,2,1,5,4,4,3,4,1,4,4,4,1,1,4,4,3,4,3,3,5,1,5,2,3,4,5,1,5,5,2
"493","0192-120","Introduction To Radio",,"3","","A",0,0,0,0,0,1,0,0,0,0,1,1,3,5,4,2,2,2,1,4,2,5,2,5,4,4,1,4,4,2,1,3,4,5,1,3,3,3,4,2,3,4,5,1,4,5,5,5,1,1,3,2,1,2,3,5,3,4,4,4,1,2,4,2,5,1,5,4,5,2,2,3,5,1,3,1,5,5,4,4,4,4,4,3,5,2,1,2,4,2,5,4,5,5,3,5,4,5,4,1,3,2,4,5,5,3,1,4
"494","0192-135","Black Performing Arts",,"3","","A",0,0,0,0,0,1,0,0,0,0,2,5,2,4,3,2,4,2,1,3,5,5,4,3,3,5,5,1,3,5,1,5,4,2,5,3,1,2,4,2,1,4,1,1,2,3,4,3,5,3,1,2,4,2,4,3,1,1,3,4,1,4,4,4,3,2,5,2,2,1,1,1,2,5,5,3,3,5,1,4,5,1,4,1,2,5,5,3,1,2,4,3,5,2,4,3,1,3,3,2,2,3,1,2,2,3,5,1
"495","0192-140","Black Drama Workshop",,"3","","A",0,0,0,0,0,1,0,0,0,0,4,2,1,4,5,2,1,5,5,1,2,4,4,5,5,1,3,1,1,1,3,4,3,5,2,1,3,1,2,4,5,4,4,5,4,2,1,3,4,2,2,3,4,1,4,4,3,4,2,1,1,5,5,2,2,1,3,5,2,5,4,5,3,3,2,3,2,2,1,5,2,2,5,3,3,3,2,5,5,3,1,1,3,5,5,5,2,1,4,4,4,1,2,1,3,1,3,3
"496","0192-170","Radio Acting
OPEN TO NON-MAJORS",,"3","","A",0,0,0,0,0,1,0,0,0,0,3,4,1,4,3,5,4,3,2,2,4,2,1,5,2,2,3,3,4,2,2,5,3,3,1,4,1,2,4,1,4,3,1,3,4,5,2,4,1,3,2,4,3,3,5,2,1,5,1,2,2,2,2,3,3,4,3,3,5,4,2,2,5,4,4,2,4,5,5,3,3,5,3,4,2,4,5,3,1,4,5,3,3,3,4,3,2,5,1,2,2,4,5,4,3,3,2,1
"497","0192-199","Pfa Elective-Acting",,"1.00 - 6.00","","A",0,0,0,0,0,1,0,0,0,0,4,1,4,4,4,4,1,1,4,3,5,1,2,2,5,2,4,5,1,4,4,5,4,1,3,4,4,5,1,5,1,4,1,1,3,2,2,4,1,4,1,5,4,5,1,3,5,1,4,3,1,4,1,3,5,2,2,1,5,3,1,3,5,4,3,4,1,4,2,1,1,3,4,1,1,4,2,1,4,5,4,2,1,1,5,1,3,3,2,2,1,5,1,5,3,4,3,5
"498","0192-210","Theatre History I 

For majors only",,"3","","A",0,0,0,0,0,1,0,0,0,0,3,1,1,1,5,2,2,3,2,1,2,5,5,4,5,1,2,5,4,4,1,2,5,3,2,2,4,4,2,1,3,3,3,4,2,3,4,4,3,3,1,3,3,3,5,5,5,1,1,5,1,3,4,5,3,2,5,2,2,5,1,1,3,1,4,2,4,4,2,4,2,5,1,3,4,3,4,4,2,4,5,2,5,4,2,5,2,2,4,5,3,3,4,5,1,3,5,4
"499","0192-260","Theatre History II 

For majors only",,"3","","A",0,0,0,0,0,1,0,0,0,0,4,4,2,1,5,3,4,1,2,2,5,2,5,5,1,2,5,3,2,2,5,5,2,2,3,1,3,5,3,2,5,4,4,3,5,3,5,2,5,2,1,4,2,1,4,1,1,3,5,1,1,4,3,1,4,2,4,4,1,5,3,3,1,3,3,3,1,3,3,4,5,1,1,3,1,4,2,4,1,5,5,1,4,5,2,1,4,2,2,4,3,3,3,4,5,2,3,1
"500","0192-295","Introduction to Experiencing Theatre

For majors and non-majors",,"3","","A",0,0,0,0,0,1,0,0,0,0,4,2,2,1,1,4,5,5,5,2,3,2,2,1,2,2,1,2,2,4,1,1,1,4,4,2,1,3,3,1,5,1,1,4,3,4,5,2,2,4,4,1,1,4,1,5,2,1,5,3,5,3,5,2,1,4,5,2,2,1,2,1,1,3,2,3,4,3,3,1,5,2,2,1,4,3,2,4,1,2,4,2,3,3,3,4,3,4,4,5,5,1,4,5,3,3,5,3
"501","0192-299","Actors Lab

For majors only",,"0.00 - 1.00","","A",0,0,0,0,0,1,0,0,0,0,2,4,3,2,2,3,3,4,2,5,1,5,2,2,1,3,1,1,3,4,2,2,4,1,2,3,4,1,2,2,5,5,1,4,2,1,1,1,5,3,2,4,5,2,5,4,1,2,1,2,1,2,5,1,5,1,1,1,3,5,3,1,2,4,5,5,4,5,5,1,2,5,3,4,5,3,1,3,3,1,4,3,1,3,2,5,4,5,4,3,3,5,5,4,2,3,4,5
"502","0192-300","Psychological Acting I",,"2","","A",0,0,0,0,0,1,0,0,0,0,1,5,2,1,1,2,1,3,3,5,2,1,2,2,4,2,2,3,3,4,5,4,2,3,5,5,1,1,4,4,3,2,2,4,5,3,5,1,1,1,2,2,1,5,2,2,1,4,2,3,3,5,5,5,4,4,4,2,5,5,5,3,2,2,4,2,5,5,1,2,5,3,2,3,4,5,4,5,4,2,2,2,3,4,1,4,3,5,1,3,5,3,1,4,5,2,2,4
"503","0192-308","Rehearsal Workshop",,"3","","A",0,0,0,0,0,1,0,0,0,0,5,4,2,5,5,4,5,2,5,2,1,3,5,5,5,3,4,2,4,1,3,3,5,1,1,4,5,1,2,2,1,5,4,5,4,2,1,2,2,1,2,4,3,5,1,3,3,3,3,5,1,5,4,1,3,2,3,3,1,2,2,2,4,1,1,1,1,4,1,4,2,4,2,3,4,1,4,1,1,2,1,2,2,1,4,3,3,2,4,1,3,4,5,3,2,2,1,4
"504","0192-315","Cabaret Theatre
For Theatre Majors Only",,"3","","A",0,0,0,0,0,1,0,0,0,0,4,1,2,3,1,4,3,4,1,1,5,1,2,1,4,3,1,5,3,3,4,4,2,5,4,5,2,2,4,3,5,5,1,1,2,2,3,3,2,5,2,5,2,2,5,1,4,2,2,1,1,5,4,1,1,2,5,5,5,4,2,3,5,3,4,4,3,5,1,2,3,5,1,3,3,2,1,3,1,5,3,4,3,5,5,5,4,5,2,3,4,3,3,1,3,4,2,3
"505","0192-330","Voice Training",,"2","","A",0,0,0,0,0,1,0,0,0,0,5,1,4,4,3,3,2,3,2,5,1,4,1,5,5,1,5,4,1,4,4,2,4,1,4,4,2,2,4,2,4,1,1,2,1,1,3,4,3,5,4,5,5,2,2,1,4,4,2,3,1,4,5,2,1,3,4,3,3,2,5,3,2,1,2,5,5,5,1,5,5,1,3,2,2,3,4,2,5,2,2,2,4,1,1,1,2,2,1,4,2,1,5,1,4,4,3,1
"506","0192-333","Advanced Musical Theatre Movement
Open to All students",,"3","","A",0,0,0,0,0,1,0,0,0,0,5,3,1,5,3,1,2,5,3,2,1,5,4,3,1,4,2,1,4,3,5,2,1,3,3,3,2,4,2,5,2,3,5,1,2,5,4,1,5,4,2,1,1,2,1,1,1,2,4,2,4,4,2,4,4,3,2,5,4,5,4,5,2,5,3,1,5,1,2,5,4,4,1,4,5,1,5,2,2,1,1,4,5,1,3,5,1,1,2,1,1,3,2,1,4,5,4,2
"507","0192-340","Rudiments of Directing 

For majors only",,"2","","A",0,0,0,0,0,1,0,0,0,0,4,2,3,4,5,3,2,5,1,2,4,3,3,5,5,4,5,2,1,4,1,2,1,5,5,3,2,1,4,4,3,4,5,5,3,2,4,3,5,2,4,4,1,2,1,1,5,3,1,5,1,1,2,4,5,1,2,1,4,3,3,1,1,5,2,5,4,5,2,3,1,3,1,4,4,3,3,3,2,4,3,2,5,2,1,3,4,5,4,2,2,2,2,2,1,3,4,4
"508","0192-350","Psychological Acting II
MAJORS ONLY",,"2","","A",0,0,0,0,0,1,0,0,0,0,2,2,4,4,4,5,1,1,4,2,1,5,2,1,4,5,3,4,2,1,4,4,4,3,4,5,4,5,4,2,4,1,5,4,2,4,4,5,4,4,1,4,1,4,5,1,1,4,5,5,1,2,4,3,5,1,3,1,2,1,1,2,4,2,5,4,1,5,1,1,2,2,1,2,1,2,1,4,3,2,3,5,2,2,3,3,5,2,1,3,2,5,3,3,2,4,5,4
"509","0192-360","Directing 
Majors only",,"3","","A",0,0,0,0,0,1,0,0,0,0,3,5,5,5,5,3,1,2,2,1,5,4,5,3,2,4,3,2,3,3,4,5,5,1,5,4,5,3,2,2,4,3,3,4,4,4,5,1,5,1,4,2,1,5,3,4,5,2,5,2,4,1,5,1,3,4,5,2,2,5,2,5,2,2,4,2,4,4,2,4,5,1,2,4,4,5,1,5,1,1,3,1,2,2,5,2,5,2,2,5,4,2,3,1,5,3,4,1
"510","0192-372","Tech of Film Comedy Act
OPEN TO NON-MAJORS",,"3","","A",0,0,0,0,0,1,0,0,0,0,3,1,5,2,2,4,1,3,4,5,5,1,5,1,1,1,3,2,5,1,3,3,1,1,4,4,3,1,2,2,3,3,3,2,1,5,1,1,3,2,2,1,4,4,3,5,1,4,1,3,3,3,4,2,5,2,1,3,2,4,2,3,1,4,3,2,4,3,2,2,4,1,4,3,2,3,1,5,4,4,1,5,3,1,5,3,5,2,5,4,3,2,5,3,4,3,2,5
"511","0192-390","Special Topics 

Departmental approval required to register for course(s)",,"3","","A",0,0,0,0,0,1,0,0,0,0,4,3,2,5,2,3,1,4,4,1,1,2,5,2,1,5,5,5,4,1,2,4,1,2,2,5,1,3,2,4,4,2,2,4,2,4,3,1,4,2,4,1,4,5,3,1,5,3,5,2,4,1,4,5,4,1,1,1,1,3,1,2,3,3,2,5,2,1,5,5,1,5,3,5,5,3,2,3,5,4,3,1,2,5,5,3,2,3,2,1,1,2,3,3,1,1,5,1
"512","0192-399","Pfa Elective-Acting",,"1.00 - 6.00","","A",0,0,0,0,0,1,0,0,0,0,2,2,3,2,3,1,3,5,3,1,5,2,2,1,1,4,3,4,4,1,2,5,4,5,2,1,3,3,1,4,4,2,4,1,5,5,4,1,3,4,1,2,4,1,2,1,4,2,5,3,5,1,5,1,1,2,2,5,3,2,3,4,5,5,3,2,1,3,4,2,1,1,3,3,3,1,5,5,1,4,5,5,4,4,2,3,5,3,5,3,2,5,2,2,3,2,5,3
"513","0192-404","Futurism To Surrealism",,"2","","A",0,0,0,0,0,1,0,0,0,0,4,1,5,5,4,2,4,1,4,1,2,1,5,2,3,1,4,4,2,5,3,3,3,4,4,5,3,4,4,4,5,2,4,3,1,4,2,3,4,2,2,2,2,2,1,4,2,1,3,1,3,1,4,3,1,4,5,2,5,5,4,4,3,3,5,2,4,5,1,5,5,4,5,4,2,4,4,4,1,3,1,4,5,1,3,2,1,4,1,1,2,3,1,3,1,4,2,5
"514","0192-410","Theatre Workshop 
For non-majors",,"3","","A",0,0,0,0,0,1,0,0,0,0,2,5,4,5,2,1,4,3,2,2,2,5,5,1,2,3,3,3,5,3,4,4,5,1,4,1,4,4,5,5,3,4,5,3,2,1,4,2,3,1,1,5,5,4,2,3,3,4,2,2,4,1,3,1,3,4,5,3,4,5,2,1,4,5,3,3,2,5,5,3,5,2,3,3,3,4,3,4,5,5,4,5,5,5,3,5,1,1,3,4,3,5,3,5,4,3,1,3
"515","0192-430","Voice Training
MAJORS ONLY",,"2","","A",0,0,0,0,0,1,0,0,0,0,1,2,2,3,3,2,1,5,5,4,4,4,5,3,2,2,2,3,1,1,4,1,3,4,2,4,2,1,2,1,1,5,4,4,5,4,4,3,5,3,5,3,3,3,2,5,1,2,1,1,4,5,3,3,1,3,4,1,2,1,2,5,5,3,3,3,4,1,1,1,2,2,4,5,5,5,4,1,4,4,5,3,3,3,2,2,3,1,4,4,1,3,4,4,2,4,1,4
"516","0192-454","Contemporary Performance 

For majors only",,"2","","A",0,0,0,0,0,1,0,0,0,0,4,3,2,2,4,3,4,3,3,5,5,3,2,2,4,4,3,1,1,2,2,3,4,2,3,1,1,3,2,1,5,1,5,2,2,1,1,1,5,2,3,5,2,2,4,2,5,3,2,5,3,5,5,2,1,4,3,1,2,4,4,4,1,1,2,2,1,3,1,2,1,4,3,4,4,3,4,4,4,2,2,5,3,3,2,2,2,5,3,4,1,3,3,4,1,1,1,4
"517","0192-460","Theatrical Outreach

Capstone Course",,"3","","A",0,0,0,0,0,1,0,0,0,0,5,5,5,4,1,1,4,1,3,3,2,5,2,5,1,5,2,1,3,2,4,1,4,3,2,3,2,4,3,3,5,3,1,5,3,3,3,5,2,1,1,2,5,5,1,2,1,4,5,5,2,3,2,2,3,1,4,1,4,3,4,2,5,5,4,4,1,4,3,5,1,5,2,4,4,5,5,4,3,5,2,1,5,4,4,5,4,1,5,2,3,1,3,2,5,5,1,5
"518","0192-480","Voice
MAJORS ONLY",,"2","","A",0,0,0,0,0,1,0,0,0,0,3,1,5,2,1,2,4,3,4,5,4,4,2,3,1,3,1,5,4,1,2,1,2,2,1,1,4,3,4,1,1,1,1,4,5,2,4,5,3,5,1,1,3,3,4,4,4,3,4,3,2,4,5,1,2,5,1,3,1,1,4,2,2,3,1,1,5,5,2,3,5,2,5,2,4,2,4,2,2,2,2,2,3,2,5,4,3,4,1,4,5,4,3,4,3,4,2,2
"519","0192-491","Independent Study 

Independent Study/Internship form required.",,"1.00 - 3.00","","A",0,0,0,0,0,1,0,0,0,0,5,5,3,4,4,1,3,1,5,5,1,1,5,1,4,1,3,3,3,4,5,3,4,4,3,2,2,5,1,4,4,4,4,2,5,2,2,2,3,4,3,1,2,3,2,5,4,2,4,5,3,4,1,5,4,1,3,1,3,4,1,4,3,1,4,4,2,2,4,1,3,1,5,3,4,1,1,4,2,4,4,4,4,4,2,5,1,5,3,1,5,4,5,2,4,2,5,4
"520","0192-493","Professional Internship
Approval of Chair of Dept. or Head of Program Required",,"1.00 - 3.00","","A",0,0,0,0,0,1,0,0,0,0,4,5,1,5,4,1,2,3,4,5,3,5,3,5,5,4,5,1,3,2,3,2,1,1,1,5,5,3,4,5,3,1,5,2,4,2,5,1,5,1,2,1,2,5,4,5,2,4,2,1,1,4,4,3,3,1,4,3,4,2,5,5,1,5,1,2,1,5,2,3,4,2,5,3,1,2,1,3,3,1,5,4,1,1,2,4,5,5,4,4,1,4,5,1,4,2,3,4
"521","0195-104","Basic Keyboard Skills",,"2","","A",0,0,0,0,0,1,0,0,0,0,1,3,4,1,3,2,5,4,3,2,5,2,3,2,1,1,3,2,4,3,1,3,1,1,3,2,1,2,1,3,4,1,1,4,3,3,2,5,2,5,3,1,1,1,4,2,2,2,2,5,3,4,1,2,4,4,1,5,2,5,4,5,2,1,2,2,2,4,2,5,2,1,1,1,5,5,2,4,1,1,3,1,4,1,2,1,2,1,1,3,4,1,1,3,1,5,1,1
"522","0195-109","Fundamentals of Music
This course is open to all but will not count toward fulfilling the major.",,"3","","A",0,0,0,0,0,1,0,0,0,0,4,2,3,2,2,3,2,2,3,1,5,2,4,4,2,2,3,3,2,5,4,3,1,2,1,1,5,4,1,5,3,3,1,4,1,2,3,5,2,3,2,2,4,5,5,1,2,2,5,4,1,3,1,1,2,5,2,4,1,4,4,2,4,1,5,5,3,4,4,5,1,3,4,4,3,5,1,4,1,2,5,1,3,1,2,4,3,3,4,5,5,4,5,3,2,5,3,5
"523","0195-110","Theory and Harmony I",,"3","","A",0,0,0,0,0,1,0,0,0,0,4,4,2,1,2,3,4,2,1,1,1,1,4,5,4,5,4,2,2,3,4,4,4,2,2,3,1,3,1,4,4,4,5,3,2,1,5,1,5,1,1,4,5,3,2,1,1,2,3,5,3,2,2,3,3,5,2,1,1,5,2,1,2,1,5,5,3,3,1,5,1,2,5,1,5,4,5,2,3,1,4,3,4,2,3,1,1,2,4,1,2,4,1,2,5,5,5,4
"524","0195-111","Theory and Harmony II",,"3","","A",0,0,0,0,0,1,0,0,0,0,5,4,2,4,1,2,4,3,5,5,5,1,4,3,5,3,4,2,3,2,4,4,4,4,3,5,1,1,4,2,1,3,5,5,2,2,2,2,4,4,3,2,1,2,1,4,5,3,3,1,1,2,2,2,1,5,5,1,2,1,4,1,3,5,1,5,4,5,1,3,1,3,1,1,1,5,4,3,2,1,4,5,2,3,5,4,3,3,4,3,4,5,1,2,5,2,5,5
"525","0195-112","Aural Skills and Musicianship I",,"1","","A",0,0,0,0,0,1,0,0,0,0,3,4,3,2,5,3,2,4,2,1,1,1,2,4,3,1,3,5,5,2,5,1,2,1,4,5,2,2,4,3,2,2,3,1,1,4,1,2,5,4,2,5,1,2,2,2,5,2,1,4,1,5,5,2,5,5,5,5,3,2,3,5,5,4,1,1,3,5,5,1,3,4,2,3,1,4,1,3,1,1,5,1,1,2,2,1,1,3,1,3,1,2,3,5,4,1,3,4
"526","0195-113","Aural Skills and Musicianship II",,"1","","A",0,0,0,0,0,1,0,0,0,0,4,3,5,5,4,2,4,1,2,5,2,4,4,4,5,3,2,5,4,4,2,3,4,3,5,3,1,5,3,4,3,3,3,1,4,4,1,4,5,3,3,1,3,3,4,4,1,5,5,3,1,4,4,4,3,4,4,2,3,4,1,1,3,1,1,3,3,1,5,5,3,3,3,4,2,3,2,4,5,3,5,1,5,2,4,5,4,5,5,5,2,4,3,2,4,3,4,3
"527","0195-114","Keyboard Proficiency I",,"1","","A",0,0,0,0,0,1,0,0,0,0,5,3,2,3,4,2,2,5,4,2,2,1,4,1,5,5,3,2,5,2,5,5,2,4,3,1,1,1,3,4,4,2,4,3,5,2,1,2,1,5,5,4,4,2,1,3,4,2,1,1,5,5,4,2,5,5,3,3,1,3,5,1,3,1,5,3,3,5,3,4,2,3,5,3,3,4,1,2,3,2,3,1,3,5,2,2,3,1,5,1,3,3,2,1,5,5,4,2
"528","0195-115","Keyboard Proficiency II 

For majors and minors only",,"1","","A",0,0,0,0,0,1,0,0,0,0,5,4,1,1,1,1,2,4,4,2,2,1,5,5,5,3,5,5,5,4,1,5,1,4,1,2,5,1,1,2,1,3,3,5,1,5,4,4,3,2,5,1,3,1,1,3,3,5,4,5,2,2,1,2,5,3,5,1,4,2,1,2,1,1,5,1,1,4,4,1,3,4,4,4,2,2,4,3,3,5,1,1,5,2,5,2,5,1,3,5,3,3,4,3,5,2,4,2
"529","0195-135","Technology For Music Educators

For majors only",,"3","","A",0,0,0,0,0,1,0,0,0,0,2,1,5,2,1,3,5,3,3,2,2,2,1,5,4,2,4,5,1,3,3,4,4,1,3,4,4,1,4,3,5,5,4,3,2,4,1,5,4,1,3,2,3,3,5,4,5,3,2,4,5,2,5,1,1,2,1,2,2,5,2,2,1,1,5,5,3,5,4,1,2,4,2,2,4,3,4,3,3,4,5,3,1,2,2,1,1,1,4,4,5,1,5,1,3,1,2,4
"530","0195-136","Music Technology I",,"3","","A",0,0,0,0,0,1,0,0,0,0,4,1,4,4,4,2,4,5,5,1,5,3,5,1,5,5,4,3,3,3,2,2,1,5,5,3,4,4,1,2,2,2,4,3,1,2,3,2,3,2,5,1,3,3,3,1,5,5,4,1,2,2,2,3,3,3,2,2,1,3,4,3,4,4,3,1,2,3,5,5,3,3,4,5,4,1,1,5,2,4,1,3,5,5,1,3,2,5,1,4,2,2,4,3,3,3,3,4
"531","0195-200","Music Elective",,"","","A",0,0,0,0,0,1,0,0,0,0,5,3,3,2,3,5,5,3,2,1,3,4,3,4,5,3,2,4,2,2,1,4,2,1,5,2,4,1,4,5,3,1,2,3,3,3,1,4,2,3,1,2,5,5,2,5,2,4,1,2,2,5,1,1,2,2,1,1,2,2,2,1,5,2,3,1,1,2,5,4,4,2,2,2,2,5,4,2,4,2,4,4,5,1,2,2,1,4,5,2,1,4,3,1,4,4,2,3
"532","0195-204","Advanced Keyboard Skills
Or Permission of Instructor",,"2","","A",0,0,0,0,0,1,0,0,0,0,2,4,2,1,1,5,5,5,1,3,4,3,3,2,3,3,1,5,1,5,2,3,1,3,4,1,1,2,3,5,2,1,4,3,3,5,2,5,4,2,4,5,3,4,1,4,5,2,1,5,3,2,3,2,2,2,4,4,4,1,4,1,5,2,3,2,3,3,2,1,2,5,1,1,2,3,5,2,4,5,4,5,1,2,1,3,1,4,3,3,5,1,4,5,2,2,3,3
"533","0195-236","Music Technology II 
May be taken twice for credit",,"3","","A",0,0,0,0,0,1,0,0,0,0,2,1,4,2,1,3,4,2,1,5,1,2,2,1,2,4,3,2,5,1,5,3,1,3,1,5,2,1,2,5,5,2,3,2,5,4,4,5,1,3,5,5,5,5,4,3,4,5,2,4,3,4,2,4,4,1,1,3,5,3,4,2,2,5,2,5,4,5,2,1,2,2,4,3,5,4,2,5,2,4,2,1,4,1,5,3,3,2,5,2,5,1,1,2,4,3,1,4
